Gene Name,Resistance Group,Set Effect,Effect,Resistance Profile,PID Threshold,Coverage Threshold,Source
blaTMB-1_1_FR771847 ,blaTMB-1_1_FR771847 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaTMB-2_1_AB758277 ,blaTMB-2_1_AB758277 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACC-1_2_AM939420 ,blaACC-1_2_AM939420 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACC-2_1_AF180952 ,blaACC-2_1_AF180952 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACC-3_1_AF180958 ,blaACC-3_1_AF180958 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACC-4_1_GU256641 ,blaACC-4_1_GU256641 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-1_1_U58495 ,blaACT-1_1_U58495 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-2_1_AM076977 ,blaACT-2_1_AM076977 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-3_1_EF125013 ,blaACT-3_1_EF125013 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-4_2_AJ311172 ,blaACT-4_2_AJ311172 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-5_1_FJ237369 ,blaACT-5_1_FJ237369 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-6_1_FJ237366 ,blaACT-6_1_FJ237366 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-7_1_FJ237368 ,blaACT-7_1_FJ237368 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-9_1_HQ693810 ,blaACT-9_1_HQ693810 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-10_1_JN848330 ,blaACT-10_1_JN848330 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-12_1_JX440355 ,blaACT-12_1_JX440355 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-14_1_JX440354 ,blaACT-14_1_JX440354 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-15_1_JX440356 ,blaACT-15_1_JX440356 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaACT-16_1_AB737978 ,blaACT-16_1_AB737978 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaBEL-1_1_DQ089809 ,blaBEL-1_1_DQ089809 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaBEL-2_1_FJ666063 ,blaBEL-2_1_FJ666063 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaBEL-3_1_GQ202694 ,blaBEL-3_1_GQ202694 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCARB-1_1_AF313471 ,blaCARB-1_1_AF313471 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCARB-2_1_M69058 ,blaCARB-2_1_M69058 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCARB-3_1_S46063 ,blaCARB-3_1_S46063 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCARB-4_1_U14749 ,blaCARB-4_1_U14749 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCARB-5_1_AF135373 ,blaCARB-5_1_AF135373 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCARB-6_1_AF030945 ,blaCARB-6_1_AF030945 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCARB-7_1_AF409092 ,blaCARB-7_1_AF409092 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCARB-8_1_AY178993 ,blaCARB-8_1_AY178993 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCARB-9_1_AY248038 ,blaCARB-9_1_AY248038 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCARB-10_1_EU850412 ,blaCARB-10_1_EU850412 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCARB-11_1_AY008290 ,blaCARB-11_1_AY008290 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCARB-12_1_D13210 ,blaCARB-12_1_D13210 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
cepA_1_L13472 ,cepA_1_L13472 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
cepA_1_U05887 ,cepA_1_U05887 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
cepA_6_FR688022 ,cepA_6_FR688022 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
cepA-49_1_U05886 ,cepA-49_1_U05886 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
cepA-44_1_U05885 ,cepA-44_1_U05885 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
cepA-29_1_U05884 ,cepA-29_1_U05884 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-1_1_X92508 ,blaCMY-1_1_X92508 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-2_1_X91840 ,blaCMY-2_1_X91840 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-3_1_Y16783 ,blaCMY-3_1_Y16783 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-4_1_Y15130 ,blaCMY-4_1_Y15130 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-4_2_AF420597 ,blaCMY-4_2_AF420597 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-4_3_HQ267531 ,blaCMY-4_3_HQ267531 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-5_1_Y17716 ,blaCMY-5_1_Y17716 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-6_1_AJ011293 ,blaCMY-6_1_AJ011293 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-7_1_AY324388 ,blaCMY-7_1_AY324388 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-8_1_EF382672 ,blaCMY-8_1_EF382672 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-8_2_DQ094251 ,blaCMY-8_2_DQ094251 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-9_1_AB061794 ,blaCMY-9_1_AB061794 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-10_1_AF373218 ,blaCMY-10_1_AF373218 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-11_1_AF381626 ,blaCMY-11_1_AF381626 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-12_1_Y16785 ,blaCMY-12_1_Y16785 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-13_1_AY339625 ,blaCMY-13_1_AY339625 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-14_1_EU600193 ,blaCMY-14_1_EU600193 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-14_2_AJ555825 ,blaCMY-14_2_AJ555825 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-15_1_AJ555823 ,blaCMY-15_1_AJ555823 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-16_2_FJ855437 ,blaCMY-16_2_FJ855437 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-16_1_FM995219 ,blaCMY-16_1_FM995219 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-17_1_AY513266 ,blaCMY-17_1_AY513266 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-18_1_AY743434 ,blaCMY-18_1_AY743434 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-19_1_AB194410 ,blaCMY-19_1_AB194410 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-20_1_AY960293 ,blaCMY-20_1_AY960293 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-21_1_DQ139328 ,blaCMY-21_1_DQ139328 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-22_1_DQ256079 ,blaCMY-22_1_DQ256079 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-23_1_DQ438952 ,blaCMY-23_1_DQ438952 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-24_1_EF415650 ,blaCMY-24_1_EF415650 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-25_1_EU515249 ,blaCMY-25_1_EU515249 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-26_1_AB300358 ,blaCMY-26_1_AB300358 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-27_1_EU515250 ,blaCMY-27_1_EU515250 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-28_1_EF561644 ,blaCMY-28_1_EF561644 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-29_1_EF685371 ,blaCMY-29_1_EF685371 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-30_1_EF685372 ,blaCMY-30_1_EF685372 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-31_1_EU331425 ,blaCMY-31_1_EU331425 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-32_1_EU496815 ,blaCMY-32_1_EU496815 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-33_1_EU496816 ,blaCMY-33_1_EU496816 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-34_1_EF394370 ,blaCMY-34_1_EF394370 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-35_1_EF394371 ,blaCMY-35_1_EF394371 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-36_1_EU331426 ,blaCMY-36_1_EU331426 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-37_1_AB280919 ,blaCMY-37_1_AB280919 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-38_1_AM931008 ,blaCMY-38_1_AM931008 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-39_1_HM565135 ,blaCMY-39_1_HM565135 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-40_1_EU515251 ,blaCMY-40_1_EU515251 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-41_1_AB429270 ,blaCMY-41_1_AB429270 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-42_1_HM146927 ,blaCMY-42_1_HM146927 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-43_1_HQ267530 ,blaCMY-43_1_HQ267530 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-44_1_FJ437066 ,blaCMY-44_1_FJ437066 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-45_1_FN546177 ,blaCMY-45_1_FN546177 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-46_1_FN556186 ,blaCMY-46_1_FN556186 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-47_1_HM046998 ,blaCMY-47_1_HM046998 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-48_1_HM569226 ,blaCMY-48_1_HM569226 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-49_1_GQ402541 ,blaCMY-49_1_GQ402541 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-51_1_JQ733571 ,blaCMY-51_1_JQ733571 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-53_1_HQ336940 ,blaCMY-53_1_HQ336940 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-54_1_HM544039 ,blaCMY-54_1_HM544039 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-55_1_HM544040 ,blaCMY-55_1_HM544040 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-56_1_HQ322613 ,blaCMY-56_1_HQ322613 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-57_1_HQ285243 ,blaCMY-57_1_HQ285243 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-58_1_HQ185697 ,blaCMY-58_1_HQ185697 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-59_2_AB587082 ,blaCMY-59_2_AB587082 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-60_1_JF460794 ,blaCMY-60_1_JF460794 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-61_1_JF460795 ,blaCMY-61_1_JF460795 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-62_1_JF460796 ,blaCMY-62_1_JF460796 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-63_1_HQ650104 ,blaCMY-63_1_HQ650104 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-64_1_HQ832678 ,blaCMY-64_1_HQ832678 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-65_1_JF780936 ,blaCMY-65_1_JF780936 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-66_1_JN714478 ,blaCMY-66_1_JN714478 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-67_1_JQ711185 ,blaCMY-67_1_JQ711185 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-68_1_JN714480 ,blaCMY-68_1_JN714480 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-69_1_JX049132 ,blaCMY-69_1_JX049132 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-70_1_JX440350 ,blaCMY-70_1_JX440350 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-71_1_JQ711184 ,blaCMY-71_1_JQ711184 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-72_1_JX440352 ,blaCMY-72_1_JX440352 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-73_1_GQ351345 ,blaCMY-73_1_GQ351345 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-74_1_JX440349 ,blaCMY-74_1_JX440349 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-75_1_JQ733572 ,blaCMY-75_1_JQ733572 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-76_1_JQ733573 ,blaCMY-76_1_JQ733573 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-77_1_JX440353 ,blaCMY-77_1_JX440353 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-78_1_JQ733575 ,blaCMY-78_1_JQ733575 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-79_1_JQ733576 ,blaCMY-79_1_JQ733576 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-80_1_JQ733577 ,blaCMY-80_1_JQ733577 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-81_1_JQ733578 ,blaCMY-81_1_JQ733578 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-83_1_JX440351 ,blaCMY-83_1_JX440351 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-84_1_JQ733579 ,blaCMY-84_1_JQ733579 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-87_1_AB699171 ,blaCMY-87_1_AB699171 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-94_1_JX514368 ,blaCMY-94_1_JX514368 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-95_1_JX514369 ,blaCMY-95_1_JX514369 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-98_1_KC603538 ,blaCMY-98_1_KC603538 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-99_1_KF305673 ,blaCMY-99_1_KF305673 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-104_1_KF150216 ,blaCMY-104_1_KF150216 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCMY-110_1_AB872957 ,blaCMY-110_1_AB872957 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-1_6_DQ915955 ,blaCTX-M-1_6_DQ915955 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-1_4_AJ416342 ,blaCTX-M-1_4_AJ416342 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-2_1_EU622041 ,blaCTX-M-2_1_EU622041 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-3_8_EF382672 ,blaCTX-M-3_8_EF382672 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-3_2_EF437434 ,blaCTX-M-3_2_EF437434 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-4_1_Y14156 ,blaCTX-M-4_1_Y14156 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-5_8_AJ005045 ,blaCTX-M-5_8_AJ005045 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-5_6_AF286192 ,blaCTX-M-5_6_AF286192 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-6_1_AJ005044 ,blaCTX-M-6_1_AJ005044 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-8_1_AF189721 ,blaCTX-M-8_1_AF189721 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-9_7_AJ416345 ,blaCTX-M-9_7_AJ416345 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-9_1_AF174129 ,blaCTX-M-9_1_AF174129 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-10_1_AY598759 ,blaCTX-M-10_1_AY598759 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-11_1_AJ310929 ,blaCTX-M-11_1_AJ310929 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-12_1_DQ821704 ,blaCTX-M-12_1_DQ821704 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-13_2_AF252623 ,blaCTX-M-13_2_AF252623 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-14_1_AF252622 ,blaCTX-M-14_1_AF252622 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-14b_4_EU274579 ,blaCTX-M-14b_4_EU274579 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-14_5_AJ416341 ,blaCTX-M-14_5_AJ416341 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-14b_1_DQ359215 ,blaCTX-M-14b_1_DQ359215 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-15_23_DQ302097 ,blaCTX-M-15_23_DQ302097 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-15_64_FJ815288 ,blaCTX-M-15_64_FJ815288 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-15_70_FJ815277 ,blaCTX-M-15_70_FJ815277 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-16_1_AY029068 ,blaCTX-M-16_1_AY029068 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-17_1_AY033516 ,blaCTX-M-17_1_AY033516 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-17_2_AF454633 ,blaCTX-M-17_2_AF454633 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-19_1_AF325134 ,blaCTX-M-19_1_AF325134 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-20_1_AJ416344 ,blaCTX-M-20_1_AJ416344 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-21_1_AJ416346 ,blaCTX-M-21_1_AJ416346 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-22_1_HM470254 ,blaCTX-M-22_1_HM470254 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-22_3_EU376964 ,blaCTX-M-22_3_EU376964 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-23_1_AF488377 ,blaCTX-M-23_1_AF488377 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-24_1_EU921824 ,blaCTX-M-24_1_EU921824 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-24_2_EF570050 ,blaCTX-M-24_2_EF570050 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-24_8_EF374096 ,blaCTX-M-24_8_EF374096 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-25_1_AF518567 ,blaCTX-M-25_1_AF518567 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-26_1_AY455830 ,blaCTX-M-26_1_AY455830 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-27_1_EU916273 ,blaCTX-M-27_1_EU916273 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-28_6_AJ549244 ,blaCTX-M-28_6_AJ549244 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-29_1_AY267213 ,blaCTX-M-29_1_AY267213 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-30_1_AY292654 ,blaCTX-M-30_1_AY292654 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-31_1_AJ567481 ,blaCTX-M-31_1_AJ567481 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-32_2_AM420303 ,blaCTX-M-32_2_AM420303 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-33_1_AY238472 ,blaCTX-M-33_1_AY238472 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-34_1_AY515297 ,blaCTX-M-34_1_AY515297 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-35_1_AB176534 ,blaCTX-M-35_1_AB176534 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-36_1_AB177384 ,blaCTX-M-36_1_AB177384 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-37_2_FN813246 ,blaCTX-M-37_2_FN813246 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-38_1_AY822595 ,blaCTX-M-38_1_AY822595 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-39_1_AY954516 ,blaCTX-M-39_1_AY954516 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-40_1_AY750914 ,blaCTX-M-40_1_AY750914 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-41_1_DQ023162 ,blaCTX-M-41_1_DQ023162 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-42_1_DQ061159 ,blaCTX-M-42_1_DQ061159 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-43_1_DQ102702 ,blaCTX-M-43_1_DQ102702 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-44_1_D37830 ,blaCTX-M-44_1_D37830 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-45_1_D89862 ,blaCTX-M-45_1_D89862 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
blaCTX-M-46_1_AY847147 ,blaCTX-M-46_1_AY847147 ,RESISTANT,RESISTANCE,"Beta-lactam",95.0,0.4,ResFinder
